Timestamp | Step | Train Loss | Validation Loss
2025-04-22 23:48:45 | 4330 | 0.009236 | 0.007480
2025-04-22 23:48:49 | 4340 | 0.016193 | 0.007480
2025-04-22 23:48:52 | 4350 | 0.004721 | 0.007480
2025-04-22 23:48:56 | 4360 | 0.006308 | 0.007480
2025-04-22 23:48:59 | 4370 | 0.007085 | 0.007480
2025-04-22 23:49:03 | 4380 | 0.006825 | 0.007480
2025-04-22 23:49:07 | 4390 | 0.012566 | 0.007480
2025-04-22 23:49:10 | 4400 | 0.004994 | 0.007480
2025-04-22 23:49:14 | 4410 | 0.004398 | 0.007480
2025-04-22 23:49:17 | 4420 | 0.011773 | 0.007480
2025-04-22 23:49:21 | 4430 | 0.004752 | 0.007480
2025-04-22 23:49:25 | 4440 | 0.015408 | 0.007480
2025-04-22 23:49:28 | 4450 | 0.005612 | 0.007480
2025-04-22 23:49:32 | 4460 | 0.005462 | 0.007480
2025-04-22 23:49:35 | 4470 | 0.007377 | 0.007480
2025-04-22 23:49:39 | 4480 | 0.005594 | 0.007480
2025-04-22 23:49:43 | 4490 | 0.003123 | 0.007480
2025-04-22 23:49:46 | 4500 | 0.004403 | 0.007480
2025-04-22 23:51:29 | 4510 | 0.007817 | 0.007480
2025-04-22 23:51:33 | 4520 | 0.004734 | 0.007480
2025-04-22 23:51:36 | 4530 | 0.005669 | 0.007480
2025-04-22 23:51:40 | 4540 | 0.006103 | 0.007480
2025-04-22 23:51:44 | 4550 | 0.007757 | 0.007480
2025-04-22 23:51:47 | 4560 | 0.004424 | 0.007480
2025-04-22 23:51:51 | 4570 | 0.006555 | 0.007480
2025-04-22 23:51:55 | 4580 | 0.007870 | 0.007480
2025-04-22 23:51:58 | 4590 | 0.005848 | 0.007480
2025-04-22 23:52:02 | 4600 | 0.004294 | 0.007480
2025-04-22 23:52:05 | 4610 | 0.008169 | 0.007480
2025-04-22 23:52:09 | 4620 | 0.006375 | 0.007480
2025-04-22 23:52:13 | 4630 | 0.006040 | 0.007480
2025-04-22 23:52:16 | 4640 | 0.011849 | 0.007480
2025-04-22 23:52:20 | 4650 | 0.008087 | 0.007480
2025-04-22 23:52:23 | 4660 | 0.007502 | 0.007480
2025-04-22 23:52:27 | 4670 | 0.010720 | 0.007480
2025-04-22 23:52:30 | 4680 | 0.005870 | 0.007480
2025-04-22 23:53:47 | 4690 | 0.004640 | 0.004388
2025-04-22 23:53:51 | 4700 | 0.003287 | 0.004388
2025-04-22 23:53:55 | 4710 | 0.003375 | 0.004388
2025-04-22 23:53:58 | 4720 | 0.003154 | 0.004388
2025-04-22 23:54:02 | 4730 | 0.004130 | 0.004388
2025-04-22 23:54:05 | 4740 | 0.003511 | 0.004388
2025-04-22 23:54:09 | 4750 | 0.003964 | 0.004388
2025-04-22 23:54:13 | 4760 | 0.002654 | 0.004388
2025-04-22 23:54:17 | 4770 | 0.004099 | 0.004388
2025-04-22 23:54:20 | 4780 | 0.005688 | 0.004388
2025-04-22 23:54:24 | 4790 | 0.002981 | 0.004388
2025-04-22 23:54:28 | 4800 | 0.002913 | 0.004388
2025-04-22 23:54:31 | 4810 | 0.003750 | 0.004388
2025-04-22 23:54:35 | 4820 | 0.002709 | 0.004388
2025-04-22 23:54:38 | 4830 | 0.003259 | 0.004388
2025-04-22 23:54:42 | 4840 | 0.003555 | 0.004388
2025-04-22 23:54:46 | 4850 | 0.003295 | 0.004388
2025-04-22 23:54:49 | 4860 | 0.002545 | 0.004388
2025-04-22 23:54:53 | 4870 | 0.003765 | 0.004388
2025-04-22 23:54:56 | 4880 | 0.003633 | 0.004388
2025-04-22 23:55:00 | 4890 | 0.004041 | 0.004388
2025-04-22 23:55:03 | 4900 | 0.003327 | 0.004388
2025-04-22 23:55:07 | 4910 | 0.004947 | 0.004388
2025-04-22 23:55:11 | 4920 | 0.004423 | 0.004388
2025-04-22 23:55:14 | 4930 | 0.005310 | 0.004388
2025-04-22 23:55:18 | 4940 | 0.004071 | 0.004388
2025-04-22 23:55:21 | 4950 | 0.002691 | 0.004388
2025-04-22 23:55:25 | 4960 | 0.002145 | 0.004388
2025-04-22 23:55:29 | 4970 | 0.002300 | 0.004388
2025-04-22 23:55:32 | 4980 | 0.006589 | 0.004388
2025-04-22 23:55:36 | 4990 | 0.004901 | 0.004388
2025-04-22 23:55:39 | 5000 | 0.010277 | 0.004388
2025-04-22 23:58:43 | 10 | 0.006642 | 0.004151
2025-04-22 23:58:46 | 20 | 0.022837 | 0.004151
2025-04-22 23:58:50 | 30 | 0.012414 | 0.004151
2025-04-22 23:58:54 | 40 | 0.022471 | 0.004151
2025-04-22 23:58:57 | 50 | 0.025787 | 0.004151
